epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
1,2.242774,0.16,2.188248,0.166667,0.001,42.9392
2,1.863131,0.413333,2.020419,0.28,0.001,13.2882
3,1.652573,0.503333,1.792771,0.32,0.001,4.77
